index,Pathway,Super_class,Class
CC(=O)CC(O)/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)CCCC1(C)C,Terpenoids,Apocarotenoids,Apocarotenoids (棺-)
CCCC/C=C\CCCCCCCC(=O)OC[C@H](COC(=O)CCCC/C=C\C/C=C\C/C=C\CCCCC)OC(=O)CCCCCCC/C=C\C/C=C\CCCCC,Fatty acids,Glycerolipids,Triacylglycerols
CC(C)(C)OC(=O)n1c2c(c3ccccc31)CC(NC(=O)OCC1c3ccccc3-c3ccccc31)(C(=O)O)CC2,Terpenoids,Meroterpenoids,Cannabinoids
CCCCCCCCC/C=C/C=C/[C@@H](O)[C@H](CO[C@@H]1O[C@H](CO)[C@@H](O)C(O)C1O)NC(=O)CCCCCCCCCCCCCCCCCCCCCCC,Fatty acids,Spingolipids,Neutral glycosphingolipids
CCCCC1CCCCC(C)C(O)c2cc(O)c(c(O)c2)C(CCCC(Cl)Cl)CCCCC(C)C(O)c2cc(O)c1c(O)c2,Polyketides,Alkylresorsinols,Dialkylresorcinols
CC12CCCC3(CC(O)C(C)(C)C3C(O)C1)C2,Terpenoids,Sesquiterpenoids,Clovane sesquiterpenoids
C[C@@H]1O[C@@H](OCCCCCCCC(=O)O)[C@H](O)C[C@H]1O,Fatty acids,Fatty acyl glycosides,Ascarosides
CCCCC/C=C\C/C=C\CCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OC[C@@H](O)CO)OC(=O)CCCCCCCCCCCCCCCCCCCC,Fatty acids,Glycerophospholipids,Glycerophosphoglycerols
O=C1CC(c2c(O)cc(C=Cc3ccc(O)c(O)c3)oc2=O)CN1,Alkaloids,Ornithine alkaloids,Pyrrolidine alkaloids
COC(=O)/C=C(\C)CC[C@@H]1O[C@@]1(C)CC[C@H]1OC1(C)C,Terpenoids,Sesquiterpenoids,Farnesane sesquiterpenoids
COc1ccc2cc1OC1C3C=CC4C(C2)N(C)CCC41OS(=O)(=O)OO3,Alkaloids,Tyrosine alkaloids,Isoquinoline alkaloids
CC(=O)OCC1OC(=O)C(C)N(C)C(=O)CN(C)C(=O)C2C(=O)CC(C)N2C(=O)C(C(C)C)NC(=O)C1NC(=O)c1c2nc3c(C(=O)NC4C(=O)NC(C(C)C)C(=O)N5C(C)CC(OC(C)=O)C5C(=O)N(C)CC(=O)N(C)C(C(C)C)C(=O)OC4C)ccc(C)c3oc-2c(C)c(=O)c1N,Amino acids and Peptides,Oligopeptides,Actinomycins
COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1C(NC(=O)C1CC(C)(C)[N+](=O)C1(C)C)CC2,Alkaloids,Tyrosine alkaloids,Phenethylisoquinoline alkaloids
C[C@@H]1O[C@@H](O[C@H]2[C@H](O[C@H]3CC[C@@]4(C)[C@@H](CC[C@]5(C)[C@@H]4CC=C4[C@@H]6CC(C)(C)CC[C@]6(C(=O)O)CC[C@]45C)C3(C)C)OC[C@H](O)[C@@H]2O)[C@H](O)[C@H](O[C@@H]2O[C@H](CO)[C@@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)[C@H]1O,Terpenoids,Triterpenoids,Oleanane triterpenoids
CCCCCC/C=C\CCCCCCCCOC(=O)CCCCCCCCCCCCCCCCCCCCC,Fatty acids,Fatty esters,Wax monoesters
CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCC,Fatty acids,Glycerolipids,Triacylglycerols
CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OC[C@H](N)C(=O)O)OC(=O)CCCCCCCCCCCCCCCCCCCCC,Fatty acids,Glycerophospholipids,Glycerophosphoserines
CC(C)=CCOC1=CC(O)=C(C(=O)CO)C(=O)C1(CC=C(C)C)CC=C(C)C,Terpenoids,Meroterpenoids,Polyprenylated cyclic polyketides (Hop meroterpenoids)
CCCCC/C=C\C/C=C\C/C=C\CCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCC/C=C\CCCCC)OC(=O)CCCCCCC/C=C\CCCCC,Fatty acids,Glycerolipids,Triacylglycerols
CC(C)CCC(=O)C(C)C1(O)C(OC2OCC(O)C(O)C2O)CC2C3CC=C4CC(OC5OC(CO)C(O)C(O)C5O)CCC4(C)C3CCC21C,Terpenoids,Steroids,Cholestane steroids
CC1C2CC3(CC(=O)O2)C(=CC(=O)C3C)C1(C)CO,Terpenoids,Sesquiterpenoids,Prezizaane sesquiterpenoids
C=C(C)C=Cc1cc(C=CC(=O)c2ccc(O)c(CC=C(C)C)c2O)ccc1O,Shikimates and Phenylpropanoids,Flavonoids,Chalcones
CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)OC[C@H](COP(=O)(O)OC[C@H](N)C(=O)O)OC(=O)CCCCCCC/C=C\C/C=C\CCCCC,Fatty acids,Glycerophospholipids,Glycerophosphoserines
CC(C)CCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O,Fatty acids,Fatty esters,Fatty acyl CoAs
CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC(=O)OC[C@@H](O)COP(=O)([O-])OCC[N+](C)(C)C,Fatty acids,Glycerophospholipids,Glycerophosphocholines
CC12C=CC3(CCC4C(C)(C(=O)O)CCCC4(C)C3CC1)C2,Terpenoids,Diterpenoids,Beyerane diterpenoids
CCCCCCCCCC/C=C\CCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OC[C@H](N)C(=O)O)OC(=O)CCCCCCCCCCCCCCCC,Fatty acids,Glycerophospholipids,Glycerophosphoserines
CC(C)CCCC(=O)NC(Cc1ccc(O)cc1)C(=O)NC1COC(=O)CNC(=O)C(C(C)O)NC(=O)C2CCCN2C(=O)C(CC(C)C)NC(=O)C(Cc2ccccc2)NC1=O,Polyketides,Oligopeptides,Depsipeptides
O=c1cc(-c2ccc(OC3OC(CO)C(O)C(O)C3O)cc2)oc2c(C3OC(CO)C(O)C(O)C3O)c(O)c(C3OCC(O)C(O)C3O)c(O)c12,Shikimates and Phenylpropanoids,Flavonoids,Flavones
Clc1ncccc1C1CCCN1,Alkaloids,Ornithine alkaloids,Pyrrolidine alkaloids
CCCCCCCCCCCCCCCC(=O)OCc1cnc(C)c(O)c1COC(=O)CCCCCCCCCCCCCCC,Alkaloids,Nicotinic acid alkaloids,Pyridine alkaloids
CCCCCCCCC=O,Fatty acids,Fatty acyls,Fatty aldehydes
COc1cc(OC(C)=O)cc2c1C(=O)CC(c1ccc(OC(C)=O)cc1)O2,Shikimates and Phenylpropanoids,Flavonoids,Flavanones
CC(C)C(NC(=O)C(O)Cc1cc(Cl)c(O)c(Cl)c1)C(=O)N1C(C(=O)NCCCCN=C(N)N)CC2CCC(O)CC21,Amino acids and Peptides,Oligopeptides,Aeruginosins
CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O[C@H](COC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)COC(=O)CCCCCCCCCCC/C=C\C/C=C\CCCCC,Fatty acids,Glycerolipids,Triacylglycerols
C=C1[C@H](OC(=O)CC)[C@@H](OC(C)=O)C(=O)C(C)(C)C=C[C@H](C)C(=O)[C@@]2(OC(C)=O)C[C@H](C)[C@H](OC(C)=O)[C@@H]2[C@H]1OC(C)=O,Terpenoids,Diterpenoids,Jatrophane diterpenoids
CCCCCCCCCCC(O)C1CCC(C(O)CCC(O)C2CCC(CCCCCCCC(O)CC3=CC(C)OC3=O)O2)O1,Polyketides,Linear polyketides,Acetogenins
C=CC(C)(CCC=C(C)C)OC1OC(COC2OCC(O)C(O)C2O)C(O)C(O)C1O,Terpenoids,Monoterpenoids,Acyclic monoterpenoids
O=C(Cc1ccccc1)Oc1c(O)c(-c2ccc(O)cc2)c(OC(=O)c2ccccc2)c(O)c1-c1ccc(O)cc1,Shikimates and Phenylpropanoids,Terphenyls,p-Terphenyls
CCC1OC(=O)CC(O)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(CC=NNC(C)=O)CC(C)C(=O)C=CC2(C)OC2C1C,Polyketides,Macrolides,Tylosins
CCCCC/C=C\C/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)(O)OC[C@@H](O)COP(=O)(O)OC[C@@H](COC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCCCC/C=C\CCCCCCCC,Fatty acids,Glycerophospholipids,Glycerophosphoglycerophosphoglycerols
CC(C)=CCc1c(OC(=O)c2c(C)cc(O)cc2O)cc(CO)c(CO)c1O,Polyketides,Aromatic polyketides,Depsides and depsidones
CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(NC)C2O)C2(C)CC(C)=C(O2)C(C)C(O)C1(C)O,Polyketides,Macrolides,Erythromycins
CC1CCC2=C(CCC3(O)C(=O)OC4C3CCC(C)C3(O)C=CC(=O)C43C)C(=O)OC2C2(C)C(=O)C=CC12O,Terpenoids,Sesquiterpenoids,Pseudoguaiane sesquiterpenoids
CCCCCCC(=O)CCCCCC/C=C/CC(O)C(O)C(N)(CO)C(=O)O,Fatty acids,Spingolipids,Sphingoid bases
CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OC[C@@H](O)CO)OC(=O)CCCCCCCCCCCCCCCCCCCCC,Fatty acids,Glycerophospholipids,Glycerophosphoglycerols
CCCC(C)C(=O)O,Fatty acids,Fatty Acids and Conjugates,Branched fatty acids
CCCCCCCCCCCCCCCCCCCCCCCC(=O)CC(=O)O,Fatty acids,Fatty Acids and Conjugates,Oxo fatty acids
CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCCC(=O)OC[C@H](COP(=O)(O)OC[C@@H](O)CO)OC(=O)CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC,Fatty acids,Glycerophospholipids,Glycerophosphoglycerols
CCCCC/C=C\C/C=C\C/C=C\CCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCC,Fatty acids,Glycerolipids,Triacylglycerols
CNC1CC2OC(C)(C1OC)n1c3cc(OC)ccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,Alkaloids,Tryptophan alkaloids,Carbazole alkaloids
CC1=C(/C=C/C(C)=C/C=C/C(C)CCO)C(C)(C)CCC1,Terpenoids,Apocarotenoids,Apocarotenoids (棺-)
CC/C=C\C/C=C\C/C=C\CC(O)/C=C/C1OC(C(O)CCC(=O)O)CC1O,Fatty acids,Docosanoids,Neurofurans
CC#CC#CC#CCO,Fatty acids,Fatty acyls,Fatty alcohols
C=C(C=O)[C@H]1C[C@H](OC(=O)/C=C\c2ccc(O)cc2)C(CO)=C1C=O,Terpenoids,Monoterpenoids,Iridoids monoterpenoids
COC1(C)C(C)=CCC2(C)CCC3(C)C(CCC4C5(C)CCC(OC(C)=O)C(C)(C)C5CCC43C)C21,Terpenoids,Triterpenoids,Ursane and Taraxastane triterpenoids
CC(C)=CCC1CC2(CC=C(C)C)C(=O)C3=C(OC(C)(C)C=C3)C(C(=O)c3ccccc3)(C2=O)C1(C)C,Terpenoids,Meroterpenoids,Polyprenylated cyclic polyketides (Hop meroterpenoids)
CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCC/C=C\CCCCCC,Fatty acids,Glycerophospholipids,Glycerophosphocholines
CC1C=C(CCCCCCC=CCCCCCCCCCCCc2ccc3c(c2)OCO3)C(=O)O1,Polyketides,Linear polyketides,Acetogenins
CCCCCCC#CC(=O)O,Fatty acids,Fatty Acids and Conjugates,Unsaturated fatty acids
C=CC#CC#Cc1ccc(-c2ccc(C#CC)s2)s1,Fatty acids,Fatty acyls,Oxygenated hydrocarbons
CCCCC/C=C\C/C=C\CCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCCCCCCCCC)COP(=O)(O)OCCN,Fatty acids,Glycerophospholipids,Glycerophosphoethanolamines
CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)OC[C@@H](COC(=O)CCCCCCC/C=C\CCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC,Fatty acids,Glycerolipids,Triacylglycerols
CCCCC/C=C\CCCCCCCCCCC/C=C\CC(=O)O,Fatty acids,Docosanoids,Other Docosanoids
COc1ccc(C2Oc3c(ccc(OC)c3OC)C(O)C2OC)cc1OC,Shikimates and Phenylpropanoids,Flavonoids,Flavandiols (Leucoanthocyanidins)
CC(=O)CC(N)C(=O)O,Amino acids and Peptides,Small peptides,Aminoacids
COc1ccc2[nH]c3c(-c4c(O)c(C)cc5c4[nH]c4ccc(OC)c(CC=C(C)C)c45)c(O)c(C)cc3c2c1CC=C(C)C,Alkaloids,Tryptophan alkaloids,Carbazole alkaloids
CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C,Fatty acids,Glycerophospholipids,Glycerophosphocholines
CC(=O)Cc1cc(C)cc(C(=O)O)c1,Shikimates and Phenylpropanoids,Phenolic acids (C6-C1),Simple phenolic acids
NCC(=O)NC(CCCN=C(N)N)C(=O)O,Amino acids and Peptides,Small peptides,Dipeptides
CCCCCCCCC/C=C\CCCCCCCCCC,Fatty acids,Fatty acyls,Hydrocarbons
CC/C=C\C/C=C\C/C=C\C/C=C\CCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCC/C=C\C/C=C\C/C=C\CCCCC,Fatty acids,Glycerolipids,Triacylglycerols
CCCCCCCCCCCCCC(=O)CCCCc1ccc(O)c(O)c1,Polyketides,Aromatic polyketides,Catechols with side chains
CC(=O)N(O)CCCC1NC(=O)CNC(=O)C(CO)NC(=O)CNC(=O)C(CCCN(O)C(C)=O)NC(=O)C(CCCN(O)C(C)=O)NC1=O,Amino acids and Peptides,Oligopeptides,Cyclic peptides
CCCCC/C=C\C/C=C\C/C=C\CCCCC(=O)OC[C@H](COP(=O)(O)OC[C@@H](O)CO)OC(=O)CCCCCCC/C=C\CCCCC,Fatty acids,Glycerophospholipids,Glycerophosphoglycerols
C=C(C(=O)OC)C1CCC(C)(OCC)C2CC(OC(C)=O)C(C)=CC12,Terpenoids,Sesquiterpenoids,Cadinane sesquiterpenoids
CC(=O)NC1C(OC2c3ccc(c(Cl)c3)Oc3cc4cc(c3OC3OC(C(=O)O)C(O)C(O)C3NC(=O)CCCCCCC(C)C)Oc3ccc(cc3Cl)CC3NC(=O)C(N)c5ccc(O)c(c5)Oc5cc(O)cc(c5)C(NC3=O)C(=O)NC4C(=O)NC3C(=O)NC2C(=O)NC(C(=O)O)c2cc(O)cc(OC4OC(CO)C(O)C(O)C4O)c2-c2cc3ccc2O)OC(CO)C(O)C1O,Amino acids and Peptides,Oligopeptides,Vancomycins and Teicoplanins
C=C1NC(=O)CCC(C(=O)O)NC(=O)C(NC(=O)C(CCCCN)NC(=O)C(Cc2c[nH]c3ccccc23)NC(=O)CCC(=O)O)CSCC(C(=O)NC2C(=O)N3CCCC3C(=O)NCC(=O)NC(C(=O)NC(C(=O)NC3C(=O)NCC(=O)NC(C)C(=O)NC(CC(C)C)C(=O)NC(CCC(N)=O)C(=O)NC(=CC)C(=O)NC(C(=O)NC(Cc4ccccc4)C(=O)NC(CC(C)C)C(=O)NC(CCC(N)=O)C(=O)NC4C(=O)NC(CC(C)C)C(=O)NC5C(=O)NC(CSC4C)C(=O)NC(=O)C(CC(N)=O)NC(C(=O)NC(CCCCN)C(=O)NC(C(=O)NC(=C)C(=O)NC(CCCCN)C(=O)O)C(C)CC)CSC5C)CSC3C)C(C)C)CSC2C)NC(CC(C)C)C(=O)NC1=O,Amino acids and Peptides,Oligopeptides,RiPPs
CC/C=C\CC1=C(C)CCC1=O,Fatty acids,Octadecanoids,Jasmonic acids
CCCCC/C=C\C/C=C\C/C=C\CCCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\CCCCCCCCC)COP(=O)(O)OCCN,Fatty acids,Glycerophospholipids,Glycerophosphoethanolamines
Oc1ccc(C=Cc2cc(O)cc3c2C(c2ccc(O)cc2O)C(c2ccc(O)cc2)O3)cc1,Shikimates and Phenylpropanoids,Stilbenoids,Oligomeric stibenes
COC(=O)N(C)C1CCC2(C)C(=CCC3C2CCC24CN(C)C(C)C2CCC34)C1,Alkaloids,Pseudoalkaloids (transamidation),Steroidal alkaloids
CC(C)CCCC(C)C1CCC2C3C(O)C(=O)C4CC(O)CCC4(C)C3(O)CCC12C,Terpenoids,Steroids,Cholestane steroids
CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O[C@@H](COC(=O)CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)COC(=O)CCCCCCC/C=C\CCCCC,Fatty acids,Glycerolipids,Triacylglycerols
CCCCCCCCCCCCCCCC(=O)OC12CC(C)C3(O)C(C=C(CO)CC4(O)C(=O)C(C)=CC43)C1C2(C)C,Terpenoids,Diterpenoids,Tigliane diterpenoids
CC(C)(O)C(O)Cc1c(O)cc2occ(-c3ccc4c(c3)CC(C(C)(C)O)O4)c(=O)c2c1O,Shikimates and Phenylpropanoids,Isoflavonoids,Isoflavones
CC1=CC2CC3(O)C4CC5(O)C=C6C=CC(=O)OC(C)(C)C6CCC5C4(C)CC4OC43C(C)C2OC1=O,Terpenoids,Triterpenoids,Cycloartane triterpenoids
CC(C)C(C)C=CC(C)C1CC=C2C3=C(CCC21C)C1(C)CCC(O)CC12OC2C3O,Terpenoids,Steroids,Ergostane steroids
Cc1ccncc1-c1cccnc1,Alkaloids,Nicotinic acid alkaloids,Pyridine alkaloids
C=C1C(=O)C23C(O)CC4C(C)(C)C(OC(C)=O)CC(O)C4(C)C2C(CC2C(=O)C45C(O)CC6C(C)(C)C(OC(C)=O)CC(O)C6(C)C4CC(=O)C2C5O)C(=O)C1C3O,Terpenoids,Diterpenoids,Kaurane and Phyllocladane diterpenoids
CC1=CCCC(C)(O)C=CC(O)(C(C)C)C(O)CC(C)=CCC1,Terpenoids,Diterpenoids,Cembrane diterpenoids
O=C(O)c1cc(=O)[nH]c(=O)n1[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O,Carbohydrates,Nucleosides,Pyrimidine nucleotides
O=C1CC2CCC=C2C(O)(CO)O1,Terpenoids,Monoterpenoids,Iridoids monoterpenoids
CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCC,Fatty acids,Glycerolipids,Triacylglycerols
O=C(O)CCCC(=O)CC(=O)O,Fatty acids,Fatty Acids and Conjugates,Dicarboxylic acids
O=P(O)(O[C@H]1C(O)O[C@H](CO)[C@@H](O)[C@@H]1O)O[C@H]1[C@@H](O)O[C@H](CO)[C@@H](O)[C@@H]1O,Carbohydrates,Saccharides,Monosaccharides
CC(C)=CCC/C(C)=C/CC/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C=C(C)/C=C/C(=O)C(C)(C)O,Terpenoids,Carotenoids (C40),"Carotenoids (C40, 顆-顆)"
CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C=C(C)/C=C/[C@H](O[C@@H]2O[C@@H](C)[C@@H](O)[C@@H](O)[C@@H]2O)C(C)(C)O)C(C)(C)C[C@H](O)C1O,Terpenoids,Carotenoids (C40),"Carotenoids (C40, 棺-顆)"
CC(CCC1(O)OC2CC3C4CCC5CC(OC6OC(CO)C(OC7OC(CO)C(O)C(OC8OCC(O)C(O)C8O)C7OC7OCC(O)C(O)C7O)C(O)C6O)C(O)CC5(C)C4CCC3(C)C2C1C)COC1OC(CO)C(O)C(O)C1O,Terpenoids,Steroids,Furostane steroids
CC1C(=O)c2cc3c(cc2CCN(C)Cc2c1ccc1c2OCO1)OCO3,Alkaloids,Tyrosine alkaloids,Protopine alkaloids
CCCCC/C=C\C/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCCCC)COP(=O)(O)OC[C@H](O)COP(=O)(O)OC[C@@H](COC(=O)CCCCCCC/C=C\CCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCCCC,Fatty acids,Glycerophospholipids,Glycerophosphoglycerophosphoglycerols
CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCC/C=C\C/C=C\CCCCC)COP(=O)(O)OCCN,Fatty acids,Glycerophospholipids,Glycerophosphoethanolamines
CC1=C(C)C(=O)OC(C(C)(O)C2(O)CCC3(O)C4CC=C5CC(O)CC(=O)C5(C)C4CCC32C)C1,Terpenoids,Steroids,Ergostane steroids
CC(C)C(N)C(=O)NC(C(=O)O)C1CC(O)C(O)CN1,Alkaloids,Lysine alkaloids,Piperidine alkaloids
CCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCC/C=C\CCCCCCCC,Fatty acids,Glycerolipids,Triacylglycerols
Cc1c2[n+](cc3c4c(ccc13)OCO4)CCc1cc3c(cc1-2)OCO3,Alkaloids,Tyrosine alkaloids,Protoberberine alkaloids
COc1cc(C)c2c(O)c3c(cc2c1)[C@@H](O)C[C@H](O)C3=O,Polyketides,Naphthalenes,Naphthoquinones
CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O[C@H](COC(=O)CCCCCC/C=C\C/C=C\C/C=C\CCCCC)COP(=O)(O)OCCN,Fatty acids,Glycerophospholipids,Glycerophosphoethanolamines
CCCCC/C=C\C/C=C\C/C=C\CCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCC/C=C\CCCCCCCC,Fatty acids,Glycerolipids,Triacylglycerols
COc1ccc(OC)c2c(C)cc(=O)[nH]c12,Alkaloids,Anthranilic acid alkaloids,Quinoline alkaloids
CCCCCCCCCCCCCCCCC[C@@H](O)[C@H](COP(=O)(O)O[C@H]1C(O)C(O)C(O)[C@@H](O)C1O[C@H]1O[C@H](CO)[C@@H](O)C(O)C1O)NC(=O)CCCCCCCCCCCCCCC,Fatty acids,Spingolipids,Phosphosphingolipids
CC[C@H](C)C(=O)c1c(O)cc(O)c2c(-c3ccccc3)cc(=O)oc12,Shikimates and Phenylpropanoids,Flavonoids,Neoflavonoids
C#CC#CC#C/C=C/C=O,Fatty acids,Fatty acyls,Fatty aldehydes
COc1cc(C=CC=CC=CC=Cc2ccc[nH]2)oc(=O)c1C,Polyketides,Cyclic polyketides,2-pyrone derivatives
CC/C=C/CC/C=C/C(=O)O,Fatty acids,Fatty Acids and Conjugates,Unsaturated fatty acids
C=CC1C(CCOC(=O)/C(C)=C/CC/C(C)=C/CO)C(C(=O)OC)=CO[C@H]1OC1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,Terpenoids,Monoterpenoids,Secoiridoid monoterpenoids
CCC1OC(=O)C(C)C(=O)C(C)C(OC2OC(C)CC(N(C)C)C2OC(C)=O)C(C)(OC)CC(C)C(=O)C(C)C(O)C1(C)O,Polyketides,Macrolides,Erythromycins
CCC(O)CC1OC(=O)C=C1OC,Polyketides,Cyclic polyketides,2-pyrone derivatives
C=CC1(C)CCC(C(C)=O)CC1C(=C)C,Terpenoids,Sesquiterpenoids,Elemane sesquiterpenoids
COc1cc(C(=O)O)cc2cccc(OC3OC(CO)C(O)C(O)C3O)c12,Polyketides,Naphthalenes,Naphthalenes and derivatives
CC[C@H]1[C@@H]2OC(=O)[C@@H](C)[C@@H]2[C@]23CC(=O)O[C@]24[C@H]1CCCCN4[C@H]([C@@H]1C[C@H](C)C(=O)O1)C3,Alkaloids,Ornithine alkaloids,Stemona alkaloids
CNC1CCC23CC24CCC2(C)C(C(C)=O)C(O)CC2(C)C4CCC3C1(C)C,Alkaloids,Pseudoalkaloids (transamidation),Steroidal alkaloids
CCCCCCCCOC(=O)C=Cc1ccccc1,Shikimates and Phenylpropanoids,Phenylpropanoids (C6-C3),Cinnamic acids and derivatives
C1CCc2nc3c(nc2C1)CCCC3,Alkaloids,Anthranilic acid alkaloids,Phenazine alkaloids
CCCCCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCCCCC)COP(=O)(O)OC[C@@H](O)CO,Fatty acids,Glycerophospholipids,Glycerophosphoglycerols
C=C(C)CCCC(C)CCOC(=O)Cc1ccccc1,Fatty acids,Fatty esters,Wax monoesters
CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCCC(=O)OC[C@@H](O)COP(=O)([O-])OCC[N+](C)(C)C,Fatty acids,Glycerophospholipids,Glycerophosphocholines
CCCCCC/C=C\CCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCC,Fatty acids,Glycerolipids,Triacylglycerols
CNC(=O)CC1NC(=O)c2csc(n2)-c2ccc(-c3nc(C(=O)OCC4NC(=O)C5CCCN5C4=O)cs3)nc2-c2csc(n2)-c2csc(n2)C(C(C)C)NC(=O)CNC(=O)c2csc(n2)C(C(C)C)NC(=O)c2nc1sc2C,Amino acids and Peptides,Oligopeptides,Cyclic peptides
CCCCC=CCC=CCCCCCCCCc1cccc(O)c1C(=O)O,Polyketides,Aromatic polyketides,Catechols with side chains
CCCC(=O)c1c(O)c(CC2=C(O)C(C)(C)C(=O)C(C(=O)CC)=C2O)c(O)c(C)c1OC,Polyketides,Phloroglucinols,Dimeric phloroglucinols
CN1C2CC3CC1C(O3)C2O,Alkaloids,Ornithine alkaloids,Tropane alkaloids
CC(=O)OC1CCC2(C)C(CCC3(C)C2CCC2C(C4(C)CCC(C(C)(C)O)O4)CCC23C)C1(C)C,Terpenoids,Triterpenoids,Dammarane and Protostane triterpenoids
CCCCCCCCCCCCC/C=C/[C@@H](O)[C@H](CO[C@@H]1OC(CO)[C@@H](O[C@@H]2OC(CO)[C@H](O)[C@H](O)C2O)[C@H](O)C1O)NC(=O)CCCCCCCCCCCCC,Fatty acids,Spingolipids,Neutral glycosphingolipids
C=C(C)C1CCC2(C(O)CCCN(C(C)C)C(C)C)CCC3(C)C(CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C12,Terpenoids,Triterpenoids,Lupane triterpenoids
COc1ccccc1N1CCN(CCCCn2c(=O)c3c(ncn3C)n(C)c2=O)CC1,Alkaloids,Pseudoalkaloids (transamidation),Purine alkaloids
CN(C(=O)C(Cc1ccc(O)cc1)NC(=O)C(O)C(N)CCCCCCl)C(Cc1ccc(O)cc1)C(=O)N1CCCC1C(=O)O,Amino acids and Peptides,Oligopeptides,Microginins
CCCCCCCC/C=C\CCCCCCCCCC(=O)OC[C@@H](O)COP(=O)(O)O[C@H]1C(O)C(O)C(O)[C@@H](O)C1O,Fatty acids,Glycerophospholipids,Glycerophosphoinositols
CC(C)C(O)C1CCC2(C)CCC3Cc4ccccc4OC3(C)C12,Terpenoids,Sesquiterpenoids,Oppositane sesquiterpenoids
CCCCCC/C=C/CCCCCCCCCC(=O)OCC(O)CO,Fatty acids,Glycerolipids,Monoacylglycerols
